subject,predicate,object
"Rio_da_Serra_Age_quality_grupo_032","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_grupo_057","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_grupo_074","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_membro_025","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_membro_035","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_membro_036","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_membro_070","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_membro_073","is","Rio_da_Serra_Age_quality"
"Rio_da_Serra_Age_quality_membro_078","is","Rio_da_Serra_Age_quality"
"Ripheano","is","geological_time_interval"
"Roadian","is","geological_time_interval"
"Rotliegend_Epoch","is","geological_time_interval"
"Rupelian","is","geological_time_interval"
"Rupelian_quality_formacao_206","is","Rupelian_quality"
"SD_000","is","lithostratigraphic_unit"
"Sakmarian","is","geological_time_interval"
"Sakmarian_quality_formacao_113","is","Sakmarian_quality"
"Sakmarian_quality_membro_040","is","Sakmarian_quality"
"Sakmarian_quality_membro_075","is","Sakmarian_quality"
"Sandbian","is","geological_time_interval"
"Santonian","is","geological_time_interval"
"Santonian_quality_formacao_251","is","Santonian_quality"
"Santonian_quality_formacao_270","is","Santonian_quality"
"Santonian_quality_membro_023","is","Santonian_quality"
"Santonian_quality_membro_067","is","Santonian_quality"
"Santonian_quality_membro_069","is","Santonian_quality"
"Selandian","is","geological_time_interval"
"Serpukhovian","is","geological_time_interval"
"Serravallian","is","geological_time_interval"
"Sevatian_Subage","is","geological_time_interval"
"Sheinwoodian","is","geological_time_interval"
"Siderian","is","geological_time_interval"
"Silesian_Epoch","is","geological_time_interval"
"Silurian","is","geological_time_interval"
"Silurian_quality_formacao_006","is","Silurian_quality"
"Silurian_quality_formacao_086","is","Silurian_quality"
"Sinemurian","is","geological_time_interval"
"Smithian_Subage","is","geological_time_interval"
"Spathian_Subage","is","geological_time_interval"
"Statherian","is","geological_time_interval"
"Stenian","is","geological_time_interval"
"Stephanian_Age","is","geological_time_interval"
"Sturtiano","is","geological_time_interval"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_002","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_003","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_003_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_003_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004_formacao_110","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004_formacao_128","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_004_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_005","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_005_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_006","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_006_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_006_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_006_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_006_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_006_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_007","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_008","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_008_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_009","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_009_formacao_313","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_010","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_010_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_010_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_010_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_010_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_011","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_011_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_128","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_230","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_formacao_345","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_grupo_032","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_012_grupo_066","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_110","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_128","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_187","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_230","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_formacao_345","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_013_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_014","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_014_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_014_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_014_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_015","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_015_formacao_038","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_015_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_015_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_016","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_016_formacao_128","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_016_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_016_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_016_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_016_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_017","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_017_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_018","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_018_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_018_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_018_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_018_formacao_230","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_018_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_019","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_019_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_020","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_020_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_020_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_021","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_038","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_145","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_187","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_230","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_313","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_023_membro_033","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_028","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_029","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_029_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_030","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_030_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_031","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_032","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_033","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_033_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_033_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_033_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_033_formacao_345","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_036","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_036_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_036_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_037","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_038","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_038_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_039","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_039_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_039_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_040","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_040_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_040_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_040_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_040_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_041","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_041_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_041_formacao_320","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_042","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_042_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_043","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_043_grupo_022","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_044_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_045","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_045_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_046","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_047","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_048","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_053","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_055","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_057","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_058","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_058_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_058_formacao_313","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059_formacao_187","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_059_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_060","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_062","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_065","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_066","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_068","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_069","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_070","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_071","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_073","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_074","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_075","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_076","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_076_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_076_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_079","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_080","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_081","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_082","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_083","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_084","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_085","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_086","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_087","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_089","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_090","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_091","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_095","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_097","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_098","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_099","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_106","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_108","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_110","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_111","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_112","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_113","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_114","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_115","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_116","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_117","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_119","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_120","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_123","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_125","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_126","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_127","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_128","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_129","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_132","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_133","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_135","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_136","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_139","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_140","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_140_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_140_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_140_grupo_050","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_142","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_142_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_143","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_144","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_146","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_147","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_148","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_149","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_150","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_151","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_152","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_153","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_154","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_155","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_156","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_158","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_160","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_160_formacao_044","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_160_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_161","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_164","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_165","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_167","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_167_formacao_163","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_167_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_167_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_168","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_169","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_170","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_171","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_172","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_173","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_174","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_175","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_176","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_177","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_178","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_179","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_190","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_191","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_193","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_195","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_196","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_199","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_199_formacao_221","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_199_formacao_232","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_204","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_205","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_206","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_207","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_210","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_212","is","geological_structure"
"TEFR_CD_TIPO_EST_FISICA_ROCHA_213","is","geological_structure"
